name;ul_x;ul_y;ll_x;ll_y;lr_x;lr_y;ur_x;ur_y
columnsep;515;0;679;3119;1097;3119;1097;0
header;258;164;258;198;1880;198;1880;164
A;1057;227;1057;254;1080;254;1080;227
C;608;686;608;705;623;705;623;686
B;1061;898;1061;925;1080;925;1080;898
D;1013;909;1013;935;1043;935;1043;909
C;1058;1568;1058;1596;1079;1596;1079;1568
B;899;1739;899;1755;907;1755;907;1739
A;908;1829;908;1845;916;1845;916;1829
D;1059;2248;1059;2274;1080;2274;1080;2248
B;944;2879;944;2908;965;2908;965;2879
B;919;2885;919;2899;929;2899;929;2885
A;871;2900;871;2907;877;2907;877;2900
