name;ul_x;ul_y;ll_x;ll_y;lr_x;lr_y;ur_x;ur_y
columnsep;596;0;549;3125;1861;3125;1720;0
header;268;183;268;223;1903;223;1903;183
A;1070;243;1070;271;1094;271;1094;243
B;1358;289;1358;314;1373;314;1373;289
B;973;298;973;313;982;313;982;298
B;1659;299;1659;316;1668;316;1668;299
A;739;357;739;367;747;367;747;357
A;592;449;592;460;599;460;599;449
A;696;775;696;779;704;779;704;775
B;943;845;943;865;958;865;958;845
B;1078;927;1078;953;1097;953;1097;927
A;1720;982;1720;989;1727;989;1727;982
A;1088;1037;1088;1040;1098;1040;1098;1037
A;1491;1041;1491;1051;1498;1051;1498;1041
A;1672;1213;1672;1217;1678;1217;1678;1213
C;1080;1600;1080;1631;1102;1631;1102;1600
A;1602;1761;1602;1767;1609;1767;1609;1761
D;1085;2275;1085;2302;1105;2302;1105;2275
B;582;2449;582;2468;596;2468;596;2449
A;1284;2452;1284;2458;1291;2458;1291;2452
B;805;2626;805;2651;823;2651;823;2626
B;994;2725;994;2742;1004;2742;1004;2725
A;866;2909;866;2935;876;2935;876;2909
B;640;2910;640;2930;654;2930;654;2910
